NADRNF5_2213	K01880
NADRNF5_0817	K07325
NADRNF5_0819	K07325
NADRNF5_0820	K23356
NPIRD3C_0904	K06176
NPIRD3C_1041	K08321
NKOR_06450	K08321
Nmar_1079	K00008
Nmar_1079	K00008
NPIRD3C_1039	K02122
NPIRD3C_1035	K06953
NPIRD3C_1034	K01955
NPIRD3C_1034	K01955
NADRNF5_0850	K01955
NADRNF5_0849	K01956
NPIRD3C_1032	K07767
Nmar_1091	K23356
Nmar_1098	K07463
NKOR_06540	K01647
NKOR_03945	K03183
NPIRD3C_1650	K02035
NPIRD3C_1650	K02035
NKOR_00185	K03724
NSED_00130	K04482
NKOR_00185	K03724
NSED_00130	K04482
NADRNF5_2189	K04482
NADRNF5_2190	K04796
NKOR_00170	K00789
NPIRD3C_0256	K10725
Nmar_1795	K17104
NKOR_09545	K17104
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NSED_09600	K00600
NPIRD3C_0248	K22447
NPIRD3C_0246	K01915
NKOR_06560	K03703
NPIRD3C_1004	K03701
NSED_06410	K03701
NSED_06410	K03701
NTE_02056	K07114
NTE_02056	K07114
Ngar_c02230	K06911
Nmar_0367	K01869
NADRNF5_0777	K11529
NSED_03430	K00392
NKOR_03495	K22699
NPIRD3C_2056	K02427
NADRNF5_0486	K00555
Nmar_1393	K03470
NMSP_0353	K04795
NSED_01090	K01892
NKOR_01005	K24956
NKOR_00990	K03671
NPIRD3C_0620	K03243
Nmar_0228	K00940
Nmar_0227	K02896
NKOR_00970	K02979
NADRNF5_2035	K02936
Nmar_0224	K15778
NKOR_00955	K01433
NSED_00935	K01470
NPIRD3C_0612	K04796
NSED_00915	K01807
NPIRD3C_0604	K01464
NADRNF5_2047	K03671
NSED_00845	K13280
NADRNF5_2050	K14534
NADRNF5_2051	K18593
Nmar_0205	K03469
NKOR_00795	K06196
NPIRD3C_0425	K00525
Pelsub_P2091	K01246
AOA66_1682	K12574
Tneu_0429	K00558
Tthe_2677	K19156
Calkr_2642	K03575
Smar_0162	K02873
LMOG_02466	K18663
NPIRD3C_0866	K06915
NADRNF5_0698	K03547
Nmar_1245	K03546
SU86_003465	K03306
NSED_02415	K07220
NSED_05545	K01874
NPIRD3C_1578	K06944
NADRNF5_1465	K22223
NADRNF5_1464	K01887
NADRNF5_1454	K07442
NADRNF5_1453	K17758
NADRNF5_1451	K15977
NPIRD3C_1552	K03433
Nmar_0696	K00003
NPIRD3C_1549	K07305
SU86_000365	K05794
NPIRD3C_1545	K01895
NADRNF5_1437	K04799
NADRNF5_0017	K00958
NADRNF5_0322	K00088
T478_1139	K01869
NSED_00650	K07142
NSED_01080	K21138
NSED_00710	K00765
NADRNF5_0333	K00013
NSED_00715	K00013
NADRNF5_0334	K00817
NADRNF5_0397	K13589
NADRNF5_0094	K05802
NKOR_07495	K07045
NADRNF5_1799	K01652
NKOR_06755	K05592
NKOR_06740	K02626
NADRNF5_0752	K08602
NADRNF5_0755	K01507
Intca_0489	K01342
NADRNF5_0066	K02323
Nmar_0001	K10725
NADRNF5_0066	K02323
Nmar_0001	K10725
NSED_07730	K03166
NADRNF5_0472	K03167
NKOR_07770	K06961
NADRNF5_0470	K07178
NADRNF5_0469	K09148
NSED_07755	K03238
NPIRD3C_2076	K08975
Nmar_1416	K15888
NKOR_07810	K01518
NSED_07785	K01591
NMSP_0325	K01939
NADRNF5_0451	K06963
NKOR_07875	K02962
NSED_07845	K03424
NPIRD3C_2098	K24450
NSED_01090	K01892
NKOR_01030	K03264
NPIRD3C_0323	K05936
NADRNF5_0009	K03394
NSED_09915	K02191
NSED_07320	K03163
NPIRD3C_0805	K06877
NADRNF5_0694	K22010
NKOR_00795	K06196
Nmar_0065	K18882
NSED_00020	K18882
NKOR_00075	K02683
NPIRD3C_0155	K02683
Nmar_0065	K18882
NMSP_0192	K04518
NKOR_08520	K07573
Nmar_1198	K06176
NSED_06830	K18235
NPIRD3C_0903	K18235
NKOR_06870	K04794
NADRNF5_0722	K17830
NADRNF5_0721	K03232
NPIRD3C_0891	K02257
Nmar_1227	K21140
NPIRD3C_0888	K09143
NMSP_0444	K15987
NADRNF5_0710	K09735
NPIRD3C_0877	K03593
Nmar_1235	K03049
NKOR_07010	K03050
NSED_06935	K00767
NPIRD3C_0874	K00767
NADRNF5_0545	K01480
NADRNF5_0546	K00294
NADRNF5_0547	K00318
NADRNF5_0547	K00318
NPIRD3C_0871	K03517
NADRNF5_0703	K06989
NMSP_1031	K12234
NADRNF5_1489	K01079
NADRNF5_1491	K01881
NSED_03365	K18911
Nmar_0651	K03529
NKOR_03370	K01858
Nmar_0648	K00809
NSED_03340	K00809
NSED_03335	K06869
NADRNF5_1504	K03832
NKOR_03500	K00392
NPIRD3C_1582	K01011
Nmar_0680	K01011
NKOR_07210	K02910
NADRNF5_0680	K02924
NSED_00165	K09726
NPIRD3C_0130	K01992
NPIRD3C_0131	K01990
Nmar_0088	K03724
NADRNF5_2187	K03724
NKOR_00150	K03795
NADRNF5_2196	K06042
NPIRD3C_0142	K06042
NSED_00090	K02224
NKOR_00140	K02224
NADRNF5_0777	K11529
NKOR_08090	K01867
NADRNF5_0407	K01889
Nmar_1488	K01890
NSED_08165	K01681
NKOR_08010	K06215
NADRNF5_0418	K08681
NPIRD3C_1516	K07159
NKOR_06160	K00721
Nmar_0911	K01657
NSED_05110	K01658
Nmar_0913	K00766
NADRNF5_1091	K01609
NADRNF5_1090	K01696
NSED_05130	K01695
NKOR_05170	K01937
NSED_05145	K00858
NADRNF5_2173	K13525
NSED_00210	K09482
NMSP_0069	K09118
NSED_00025	K02683
NADRNF5_2194	K02189
NADRNF5_2195	K03795
NSED_00095	K06042
NPIRD3C_0142	K06042
NSED_00090	K02224
NSED_09915	K02191
NADRNF5_0009	K03394
NPIRD3C_0323	K05936
NMSP_0205	K01693
T478_0166	K22278
Nmar_0083	K02188
NPIRD3C_0140	K02189
NKOR_00065	K01151
NPIRD3C_0158	K01880
NMSP_0524	K03703
NSED_06410	K03701
NADRNF5_0785	K03701
NSED_06790	K13953
Nmar_0488	K03741
NADRNF5_0694	K22010
NSED_03430	K00392
NADRNF5_1474	K22699
NADRNF5_1786	K14647
NSED_01890	K01610
NSED_01885	K02912
NADRNF5_1789	K02885
Nmar_0388	K00567
NADRNF5_1791	K09716
NSED_01865	K07342
NADRNF5_1793	K02601
NADRNF5_1794	K02867
NSED_00070	K07151
NADRNF5_2201	K07151
SU86_001730	K09807
NKOR_00105	K03242
NKOR_00100	K02991
NMSP_0344	K00772
NSED_07590	K00759
NADRNF5_0694	K22010
Nmar_0488	K03741
NSED_06790	K13953
SU86_004160	K01869
NADRNF5_2160	K06937
NFRAN_0173	K01784
NADRNF5_2155	K18429
NADRNF5_2153	K15894
Nmar_1777	K12410
Nmar_1779	K09736
Nmar_0021	K11105
NPIRD3C_1313	K02503
NADRNF5_1169	K03265
NPIRD3C_1314	K03265
NKOR_04180	K03498
NADRNF5_0001	K21449
NADRNF5_0001	K21449
NADRNF5_1033	K03769
NSED_05300	K23356
NKOR_05320	K07333
NSED_05290	K07333
NPIRD3C_1310	K01687
NSED_09845	K07124
NSED_09845	K07124
NPIRD3C_0305	K07027
NSED_09835	K24104
NADRNF5_0027	K00872
NPIRD3C_0301	K06920
NKOR_09775	K01495
NPIRD3C_0298	K10026
SU86_006380	K03124
NSED_09760	K01082
NPIRD3C_0284	K00860
NPIRD3C_0281	K03124
NPIRD3C_1670	K03320
NKOR_03060	K04751
NSED_09450	K04751
NKOR_06940	K13993
NKOR_06935	K06869
NKOR_09650	K06199
NADRNF5_0054	K03124
Nmar_0011	K13525
NADRNF5_0058	K13993
NSED_09675	K03885
NSED_09670	K03768
NADRNF5_2088	K22010
NPIRD3C_0994	K07577
NADRNF5_0338	K01814
NMSP_0206	K02501
NMSP_0205	K01693
NSED_06570	K03124
NPIRD3C_1498	K18285
NADRNF5_1316	K03498
NKOR_03845	K11785
NKOR_03855	K03234
NSED_01440	K06940
NADRNF5_1911	K04487
NPIRD3C_0744	K06864
NADRNF5_1913	K09121
NPIRD3C_0742	K00024
NSED_01620	K06898
NSED_01590	K07238
NKOR_01485	K02952
Nmar_0324	K02986
NADRNF5_1927	K00820
NPIRD3C_0724	K01069
NKOR_01455	K17759
NADRNF5_1933	K07477
NADRNF5_1934	K03058
NKOR_01440	K01689
NPIRD3C_0718	K02967
NDEV_0282	K06990
Nmar_0315	K00869
NADRNF5_1937	K00869
NPIRD3C_0716	K06981
NSED_01510	K01823
Nmar_0312	K13787
NPIRD3C_0670	K00337
NSED_01305	K00338
NPIRD3C_0673	K05576
NPIRD3C_0674	K00342
NKOR_01270	K00341
NADRNF5_0282	K07398
NPIRD3C_0452	K03626
NMSP_1543	K02107
NMSP_0101	K03686
NSED_00180	K04043
NADRNF5_0303	K02257
Nmar_1587	K03718
NSED_00570	K00133
T478_1309	K04720
NSED_00585	K02232
NMSP_0175	K02232
Nmar_1583	K02227
NSED_00595	K02233
T478_1306	K02233
NADRNF5_0311	K19712
NSED_00605	K02978
Nmar_1579	K02929
NADRNF5_0313	K01486
NKOR_08575	K22447
Nmar_1576	K00847
NADRNF5_1460	K07006
NSED_00325	K08963
NMSP_0169	K00059
NADRNF5_2103	K14260
NADRNF5_2100	K06988
NADRNF5_2099	K15634
NKOR_00710	K02275
NKOR_00715	K02274
NKOR_00740	K03413
Nmar_0192	K00826
Nmar_0193	K00928
NPIRD3C_0548	K02563
NSED_01910	K03110
NADRNF5_1784	K04797
NADRNF5_1785	K04564
NPIRD3C_1974	K14647
Nmar_1573	K01951
NADRNF5_0694	K22010
NADRNF5_0791	K03885
NADRNF5_0797	K03413
NADRNF5_0800	K03413
NADRNF5_0801	K00575
SU86_005505	K03411
NADRNF5_0802	K03410
NADRNF5_0803	K03407
NADRNF5_0804	K03412
NADRNF5_0806	K03408
NADRNF5_0807	K03406
NADRNF5_0808	K07333
NADRNF5_0809	K07332
NADRNF5_0810	K07331
NADRNF5_0811	K07329
NADRNF5_0812	K07330
NSED_00055	K03242
NSED_00060	K07158
NKOR_00120	K07151
NSED_03180	K02035
NADRNF5_1753	K01703
NADRNF5_1753	K01703
NPIRD3C_1941	K01704
NPIRD3C_1940	K01703
NPIRD3C_1939	K01704
NSED_02205	K00966
NKOR_02115	K02996
NKOR_02120	K02871
NADRNF5_1746	K02883
NPIRD3C_1934	K03047
NMSP_1297	K14574
NADRNF5_1743	K03679
NADRNF5_1742	K11600
Nmar_0433	K12589
NSED_02255	K02921
Nmar_0436	K04798
NADRNF5_1737	K10848
NADRNF5_1736	K01011
NADRNF5_1736	K01011
NPIRD3C_1921	K07060
NADRNF5_1735	K07060
NKOR_02190	K00858
Nmar_0441	K01011
NSED_02310	K03455
NSED_02310	K03455
NSED_02325	K02866
Nmar_0450	K01170
NADRNF5_0991	K01874
Nmar_0964	K01251
NPIRD3C_1198	K01916
Nmar_0967	K01883
NADRNF5_0694	K22010
NADRNF5_0956	K06942
Nmar_0982	K06929
NADRNF5_0952	K03524
Nmar_0886	K01687
Nmar_0858	K00798
NADRNF5_1198	K07023
NKOR_03450	K00384
NADRNF5_2173	K13525
NSED_00210	K09482
NADRNF5_2175	K03330
Nmar_0098	K05967
NSED_00185	K03686
NSED_00215	K13525
NKOR_00330	K03709
NPIRD3C_0105	K23356
NADRNF5_2160	K06937
SU86_006860	K01784
SU86_006865	K13015
SU86_006870	K01953
SU86_006870	K01953
BAPKO_0477	K19002
CSUB_C0268	K01784
MGMSRv2__3425	K04034
HW35_07455	K07257
T478_0168	K13327
KSMBR1_2322	K03079
T478_0196	K03270
T478_0196	K03270
NPIRD3C_0052	K00059
NPIRD3C_0052	K00059
T478_0199	K03271
T478_0166	K22278
NADRNF5_2131	K01790
NSED_08580	K01710
NSED_08575	K00067
Nmar_0124	K00973
QT11_C0001G0514	K05303
NKOR_00445	K03273
LN42_06525	K07031
NADRNF5_2115	K07257
T478_0192	K07257
NADRNF5_2115	K07257
NDEV_0137	K13010
CKQ84_17475	K03825
D7D81_05095	K18430
Metfor_1307	K18430
SU86_006955	K00997
SU86_006950	K17865
NPIRD3C_0482	K01951
NPIRD3C_0482	K01951
NSED_00120	K00789
NSED_00110	K02188
NADRNF5_1052	K23255
NADRNF5_1055	K02548
NPIRD3C_1243	K01953
NSED_05215	K07108
NKOR_05240	K03622
NPIRD3C_1246	K03014
NPIRD3C_1247	K09143
NADRNF5_1065	K02975
NPIRD3C_1250	K00809
NVIE_020130	K01768
SU86_006915	K01784
SU86_006920	K19002
Nmar_0122	K01784
NPIRD3C_0067	K22278
T478_0162	K05606
NADRNF5_2125	K00997
T478_0159	K05303
SU86_006965	K00973
Nmar_0125	K01710
Nmar_0146	K15894
NKOR_00530	K13010
Nmar_0134	K00604
NADRNF5_2115	K07257
SU86_006990	K00067
SU86_006990	K00067
SU86_007000	K01790
SU86_007010	K01709
Galf_2850	K00978
SU86_007140	K15916
NPIRD3C_0482	K01951
NPIRD3C_1462	K03498
Nmar_0079	K02224
NMSP_0081	K19221
NKOR_00130	K03237
NSED_00075	K11130
NADRNF5_2201	K07151
Nmar_0670	K12339
NADRNF5_1486	K04085
NPIRD3C_1727	K01736
NADRNF5_1634	K00812
NKOR_02825	K04517
NSED_02750	K03147
NPIRD3C_0076	K15916
NPIRD3C_0080	K21029
Nmar_1549	K01733
NSED_00760	K01733
NPIRD3C_0083	K01496
NSED_00745	K02500
NSED_01455	K00616
NSED_01450	K00615
NSED_00120	K00789
NSED_00110	K02188
NKOR_00330	K03709
NPIRD3C_0105	K23356
NADRNF5_2160	K06937
SU86_006860	K01784
SU86_006860	K01784
SU86_006865	K13015
T478_0137	K01953
NADRNF5_0321	K00796
NADRNF5_0321	K00796
NADRNF5_0217	K06196
Nmar_0244	K01001
NPIRD3C_0635	K03726
NPIRD3C_0110	K06965
Nmar_0886	K01687
NADRNF5_1895	K06940
NADRNF5_1895	K06940
SU86_002940	K10389
NADRNF5_1783	K03110
NPIRD3C_1969	K00611
NPIRD3C_1968	K02881
NPIRD3C_1967	K02988
NPIRD3C_1966	K02907
NPIRD3C_1965	K02876
NADRNF5_1777	K03076
Nmar_0403	K00939
Nmar_0405	K00945
NSED_01965	K11131
NMSP_0942	K03120
NSED_06570	K03124
NADRNF5_1767	K15736
NSED_02140	K00015
NMSP_1312	K00174
NMSP_1311	K00175
NPIRD3C_0110	K06965
NADRNF5_1639	K21219
NSED_05300	K23356
NDEV_0300	K22736
SU86_004270	K22736
NADRNF5_0925	K01845
Nmar_0555	K03182
NKOR_02870	K11784
NSED_00265	K03709
NMSP_0378	K00571
NPIRD3C_0807	K03116
NSED_07295	K04751
NPIRD3C_0809	K08153
NPIRD3C_0810	K03183
NSED_07280	K03432
NADRNF5_0626	K00260
NADRNF5_0651	K18594
NMSP_0386	K15019
NKOR_07345	K13628
NSED_07215	K02316
Nmar_1301	K07732
NSED_07205	K14656
NADRNF5_0659	K20215
Nmar_1296	K05831
NSED_07185	K05827
Nmar_1294	K05826
NKOR_07285	K05830
NADRNF5_0666	K05828
NKOR_07275	K05829
NPIRD3C_0836	K05827
NSED_07145	K05826
Nmar_1286	K01940
NADRNF5_0671	K02051
NADRNF5_0672	K02049
Nmar_1283	K02050
NSED_07110	K08153
NPIRD3C_0845	K00548
NKOR_07230	K00548
NKOR_07230	K00548
NADRNF5_1877	K01869
NADRNF5_1876	K01872
Anacy_1650	K11959
NSED_01710	K02992
NADRNF5_1898	K02950
Nmar_0353	K02600
NADRNF5_1900	K02908
NSED_02545	K06950
Nmar_0979	K03124
NSED_05650	K03124
NSED_05640	K22491
NMSP_1006	K01669
NADRNF5_0966	K01669
NADRNF5_1652	K07583
NADRNF5_1647	K02977
Nmar_0536	K09763
NKOR_02775	K15635
NADRNF5_1643	K00965
NKOR_02790	K00621
NADRNF5_1640	K00966
NSED_05290	K07333
NSED_05285	K07332
NKOR_01320	K06174
NMSP_1414	K15429
NKOR_08000	K01174
NPIRD3C_1820	K14741
NSED_02395	K01990
NKOR_02475	K01992
NADRNF5_1702	K06188
NADRNF5_1698	K01845
NSED_02460	K01749
NSED_02465	K02303
NADRNF5_1695	K01719
NKOR_05530	K01183
NKOR_02540	K09014
NSED_02485	K09014
NPIRD3C_1785	K09015
NKOR_02555	K11717
NADRNF5_1690	K04488
NPIRD3C_1780	K00927
SU86_006755	K04043
NPIRD3C_0125	K03687
NADRNF5_1308	K06863
NKOR_04245	K03186
NKOR_04255	K03116
NKOR_04260	K03118
SU86_001730	K09807
NPIRD3C_1446	K23264
NSED_04320	K23265
Nmar_0779	K23265
Nmar_0780	K23269
NADRNF5_1296	K00764
NKOR_04320	K01923
Nmar_0794	K02933
NMSP_0751	K02994
NMSP_0752	K02954
NKOR_04390	K02931
NSED_04430	K02987
NADRNF5_0255	K14568
NKOR_08840	K03540
NADRNF5_0791	K03885
NADRNF5_0791	K03885
NPIRD3C_0430	K02966
NMSP_1562	K06875
SU86_005270	K07566
Nmar_1621	K01644
NADRNF5_0264	K03413
NKOR_08800	K00793
Nmar_1616	K02858
NADRNF5_0269	K00794
NPIRD3C_0439	K08096
NMSP_1553	K14654
NMSP_1553	K14654
NPIRD3C_0445	K18601
NKOR_01320	K06174
NADRNF5_0836	K13280
NADRNF5_2005	K02851
NKOR_01085	K09791
NSED_01150	K18855
NADRNF5_2000	K00826
Nmar_0253	K00528
NADRNF5_1996	K03622
NMY3_02839	K03762
NSED_01190	K00239
NPIRD3C_0649	K00241
NSED_01200	K00242
NKOR_01150	K00240
NADRNF5_1987	K01755
NPIRD3C_0653	K01755
NADRNF5_1985	K02492
NSED_01235	K00528
NKOR_01185	K01092
NSED_01250	K04800
NSED_01260	K18604
NPIRD3C_0663	K18603
NADRNF5_1976	K18605
NPIRD3C_0665	K24129
NADRNF5_1974	K00330
NSED_01285	K00331
NMSP_1431	K00333
NMSP_1431	K00333
NPIRD3C_0670	K00337
NADRNF5_1677	K01698
NSED_02560	K02492
MXAN_2090	K03286
NPIRD3C_0118	K13525
NADRNF5_2172	K02886
NSED_00225	K01512
NSED_02590	K09131
NSED_05780	K01845
NPIRD3C_0119	K09482
NADRNF5_2175	K03330
NADRNF5_2175	K03330
Nmar_0098	K05967
NSED_00185	K03686
NSED_00180	K04043
NMSP_0548	K00052
NADRNF5_0861	K01649
NADRNF5_1954	K01255
NADRNF5_1952	K00615
NADRNF5_1954	K01255
NPIRD3C_1423	K02987
NADRNF5_1272	K02895
NSED_04440	K02874
NADRNF5_1270	K02961
NADRNF5_1269	K03538
NADRNF5_1268	K02904
NPIRD3C_1417	K02982
NADRNF5_1266	K02890
NADRNF5_1266	K02890
NSED_04470	K02965
Nmar_0807	K02892
NADRNF5_1263	K02930
NADRNF5_1262	K02906
Nmar_0810	K09142
NADRNF5_1259	K03432
Nmar_0812	K09738
NKOR_01315	K15429
NADRNF5_1959	K03789
NPIRD3C_0679	K00762
NSED_01340	K06137
NADRNF5_1964	K02523
NSED_01330	K00343
NPIRD3C_0675	K00341
Nmar_0301	K00616
Nmar_0303	K03284
Nmar_0057	K02191
NMSP_0059	K02191
NADRNF5_1448	K09122
NDEV_0073	K09141
NADRNF5_1620	K03564
NPIRD3C_1713	K09866
NSED_02970	K01061
NADRNF5_1597	K01246
NADRNF5_1594	K02217
NADRNF5_1585	K04566
NSED_03045	K07739
NSED_03060	K01933
NPIRD3C_1679	K06869
NADRNF5_1569	K11781
NADRNF5_1568	K11780
NADRNF5_1562	K06878
NKOR_03125	K03120
NMSP_1073	K01265
NADRNF5_1534	K09140
NKOR_03160	K02035
NMSP_1414	K15429
NKOR_01320	K06174
NSED_02790	K00014
NPIRD3C_1724	K00014
NSED_02795	K03785
NMSP_1431	K00333
NPIRD3C_0670	K00337
NSED_03705	K02034
NKOR_03685	K02033
NKOR_03700	K00537
NKOR_09665	K13993
NPIRD3C_1512	K04564
NADRNF5_0373	K03120
Tel_11655	K08982
NSED_03790	K00104
SU86_004975	K22447
NSED_02475	K07507
NADRNF5_2041	K00573
AOA66_0588	K00789
NPIRD3C_0608	K04069
NSED_09885	K10773
NSED_09885	K10773
NKOR_04240	K06863
Nmar_0831	K00150
NMSP_0789	K00150
NKOR_04590	K03699
NPIRD3C_1369	K01733
NADRNF5_1222	K00626
NADRNF5_1219	K00966
Nmar_0846	K01589
NKOR_04690	K01588
NKOR_04695	K01754
NADRNF5_1211	K01768
NADRNF5_1206	K01759
Nmar_1111	K11529
NPIRD3C_0997	K18602
NADRNF5_0779	K14728
NSED_06420	K07005
NADRNF5_0338	K01814
NMSP_0206	K02501
NMSP_0205	K01693
NADRNF5_0421	K01873
NPIRD3C_2119	K01737
NADRNF5_0422	K01737
NADRNF5_0423	K01724
NSED_08025	K01953
NPIRD3C_2116	K01756
NKOR_07955	K14415
NSED_07970	K02948
NKOR_07930	K00946
NADRNF5_0086	K01975
NMSP_1697	K07558
NKOR_09485	K07176
NADRNF5_0082	K17218
NSED_09580	K09723
NPIRD3C_0245	K09723
NADRNF5_0077	K01915
A176_004909	K03286
NADRNF5_0366	K05540
NKOR_08290	K04751
NKOR_08270	K03120
NSED_08340	K01738
NSED_04525	K06196
NSED_08330	K04748
NSED_08320	K07581
NKOR_08235	K02984
Nmar_1511	K01875
NPIRD3C_2156	K07462
NKOR_08215	K07462
NMSP_0251	K02956
NKOR_08185	K10945
NSED_08265	K10946
SU86_008325	K10944
NPIRD3C_2146	K06223
NADRNF5_0395	K06223
Nmar_1494	K02201
NADRNF5_0347	K15878
NADRNF5_0348	K00412
NSED_08465	K03660
Nmar_1540	K03660
NADRNF5_0352	K07577
Nmar_1539	K07577
NSED_08445	K18779
Nmar_1535	K18532
NADRNF5_0357	K06942
NSED_08430	K01409
NKOR_08330	K08851
NPIRD3C_0003	K02428
NKOR_08320	K15449
A176_004909	K03286
SU86_002750	K03413
SU86_002025	K00639
NVIE_006870	K07452
NSED_03310	K04479
NADRNF5_0975	K22585
NSED_05625	K02016
NSED_03265	K00020
NPIRD3C_1633	K09120
NSED_03245	K17830
NSED_03225	K11212
NSED_03220	K14941
NADRNF5_1526	K03124
CENSYa_1212	K03113
NADRNF5_1529	K07143
Nmar_0620	K08979
NADRNF5_1531	K08979
NADRNF5_2041	K00573
NSED_01455	K00616
NSED_01450	K00615
NPIRD3C_0111	K03926
Nmar_0109	K06965
NADRNF5_0949	K03124
NSED_05700	K07101
NSED_05710	K22881
NSED_05715	K03821
NKOR_05620	K05714
NADRNF5_0939	K07304
NMSP_0545	K01652
NADRNF5_0860	K01653
NKOR_06430	K01649
NDEV_1706	K07698
NSED_00100	K03795
NPIRD3C_0142	K06042
NSED_00090	K02224
NMSP_0082	K02224
NSED_00085	K19221
NKOR_00130	K03237
NADRNF5_2201	K07151
NADRNF5_1188	K00812
Nmar_1569	K00088
NADRNF5_1625	K16306
NMSP_1119	K11646
NPIRD3C_1722	K11646
NSED_02795	K03785
NPIRD3C_1762	K09013
NADRNF5_0002	K01776
NSED_00695	K06932
NPIRD3C_1745	K03106
NPIRD3C_1744	K07583
NADRNF5_0343	K21029
NSED_00760	K01733
NPIRD3C_0083	K01496
NSED_00745	K02500
NADRNF5_1676	K02492
NSED_02565	K24866
Nmar_0512	K22225
NKOR_05740	K15016
NADRNF5_0906	K02503
NADRNF5_1952	K00615
Nmar_0300	K00615
NSED_00100	K03795
NADRNF5_2194	K02189
NADRNF5_1106	K03284
CENSYa_0419	K03263
NADRNF5_1657	K03704
NSED_02650	K03236
Nmar_0525	K06940
NKOR_02700	K13953
NSED_02625	K05896
NADRNF5_1664	K06024
NADRNF5_1665	K02995
Nmar_0519	K03105
NPIRD3C_1761	K03124
NKOR_02665	K09013
NADRNF5_0836	K13280
SU86_002750	K03413
Nmar_0243	K03726
NMSP_1468	K03726
NKOR_01055	K10726
NSED_01115	K09723
NSED_01110	K04801
NPIRD3C_1770	K01698
NKOR_01385	K09721
NPIRD3C_0713	K01885
NSED_00695	K06932
NSED_00695	K06932
NPIRD3C_1374	K01641
NMSP_0785	K01935
Nmar_0823	K01935
NVIE_017520	K03744
NTE_00617	K06872
NPIRD3C_1380	K00833
NKOR_04520	K00833
NSED_04535	K01012
NKOR_04490	K00639
NSED_04530	K00639
NKOR_02835	K01736
Nmar_0548	K00800
NMSP_1122	K00891
Nmar_0244	K01001
NPIRD3C_0635	K03726
NSED_09670	K03768
Nmar_0002	K02323
SU86_002750	K03413
SU86_002025	K00639
NKOR_04240	K06863
NADRNF5_1188	K00812
NADRNF5_1677	K01698
NSED_02560	K02492
NADRNF5_1534	K09140
NKOR_03160	K02035
NADRNF5_1639	K21219
NADRNF5_1767	K15736
NSED_06570	K03124
NMSP_0942	K03120
Nmar_0409	K15736
NSED_02765	K00812
NSED_03400	K22223
NMSP_1015	K22223
Nmar_0686	K01887
NSED_09670	K03768
NPIRD3C_1820	K14741
NSED_02395	K01990
NKOR_02475	K01992
NADRNF5_1702	K06188
NADRNF5_1698	K01845
NSED_02460	K01749
NSED_02465	K02303
NKOR_02535	K01719
NKOR_05530	K01183
NKOR_02540	K09014
NPIRD3C_1785	K09015
NKOR_02555	K11717
NADRNF5_1690	K04488
NPIRD3C_1780	K00927
NSED_02545	K06950
NSED_05650	K03124
NSED_05640	K22491
NMSP_1006	K01669
NPIRD3C_1770	K01698
NADRNF5_1676	K02492
NSED_02565	K24866
NMSP_1163	K24866
Nmar_0512	K22225
NSED_02590	K09131
NPIRD3C_1762	K09013
NKOR_02665	K09013
NPIRD3C_1761	K03124
Nmar_0519	K03105
NADRNF5_1665	K02995
NADRNF5_1664	K06024
NSED_02625	K05896
NKOR_02700	K13953
Nmar_0525	K06940
NSED_02650	K03236
NADRNF5_1657	K03704
CENSYa_0419	K03263
NADRNF5_1106	K03284
NADRNF5_1188	K00812
SU86_002750	K03413
NADRNF5_0836	K13280
NADRNF5_0836	K13280
Nmar_0021	K11105
NSED_02670	K06927
NSED_02675	K03106
NSED_02680	K07583
NADRNF5_1647	K02977
Nmar_0536	K09763
NKOR_02775	K15635
NADRNF5_1643	K00965
NKOR_02790	K00621
NADRNF5_1641	K00621
NADRNF5_1640	K00966
NADRNF5_1639	K21219
NSED_02750	K03147
NKOR_02825	K04517
NADRNF5_1634	K00812
NADRNF5_1634	K00812
NSED_02770	K01736
NKOR_07465	K07652
Nmar_0548	K00800
NADRNF5_1629	K00891
NADRNF5_1628	K00014
NSED_02795	K03785
Nmar_0552	K11646
NADRNF5_1625	K16306
NKOR_02870	K11784
Nmar_0555	K03182
NADRNF5_1620	K03564
NPIRD3C_1713	K09866
NSED_02970	K01061
NADRNF5_1597	K01246
NADRNF5_1594	K02217
NADRNF5_1585	K04566
NSED_03045	K07739
NSED_03060	K01933
NPIRD3C_1679	K06869
NADRNF5_1569	K11781
NADRNF5_1568	K11780
NADRNF5_1562	K06878
NKOR_03125	K03120
NMSP_1073	K01265
NADRNF5_1534	K09140
NKOR_03160	K02035
NADRNF5_1531	K08979
NADRNF5_1529	K07143
CENSYa_1212	K03113
NADRNF5_1526	K03124
NSED_03220	K14941
NSED_03225	K11212
NSED_03245	K17830
NPIRD3C_1633	K09120
NKOR_03250	K00020
NSED_03265	K00020
NSED_05625	K02016
Nmar_0975	K22585
NSED_03310	K04479
NADRNF5_1504	K03832
NSED_03335	K06869
Nmar_0648	K00809
NADRNF5_1499	K01858
Nmar_0651	K03529
NSED_03365	K18911
NADRNF5_1491	K01881
NADRNF5_1489	K01079
NMSP_1031	K12234
NADRNF5_1486	K04085
Nmar_0670	K12339
NKOR_03450	K00384
NKOR_03495	K22699
NKOR_03500	K00392
NPIRD3C_1582	K01011
NPIRD3C_1578	K06944
NPIRD3C_1575	K01887
NPIRD3C_1556	K07442
NSED_03580	K17758
NADRNF5_1451	K15977
NPIRD3C_1552	K03433
